time,latitude,longitude,altitude,pm10
1614645593,45.651464,25.615426,100,19
1614645653,45.651464,25.615426,100,17
1614645713,45.651464,25.615426,100,12
1614645773,45.651464,25.615426,100,10
1614645833,45.651464,25.615426,100,9
1614645893,45.651464,25.615426,100,9
1614645953,45.651464,25.615426,100,9
1614646013,45.651464,25.615426,100,9
1614646073,45.651464,25.615426,100,9
1614646133,45.651464,25.615426,100,7
1614646193,45.651464,25.615426,100,7
1614646253,45.651464,25.615426,100,7
1614646313,45.651464,25.615426,100,7
1614646373,45.651464,25.615426,100,7
1614646433,45.651464,25.615426,100,7
1614646493,45.651464,25.615426,100,7
1614646553,45.651464,25.615426,100,11
1614646613,45.651464,25.615426,100,22
1614646673,45.651464,25.615426,100,21
1614646733,45.651464,25.615426,100,12
1614646793,45.651464,25.615426,100,18
1614646853,45.651464,25.615426,100,19
1614646913,45.651464,25.615426,100,31
1614646973,45.651464,25.615426,100,22
1614647032,45.651464,25.615426,100,17
1614647092,45.651464,25.615426,100,13
1614647152,45.651464,25.615426,100,10
1614647212,45.651464,25.615426,100,9
1614647272,45.651464,25.615426,100,7
1614647332,45.651464,25.615426,100,7
1614647392,45.651464,25.615426,100,7
1614647452,45.651464,25.615426,100,7
1614647512,45.651464,25.615426,100,6
1614647572,45.651464,25.615426,100,6
1614647632,45.651464,25.615426,100,6
1614647695,45.651464,25.615426,100,8
1614647752,45.651464,25.615426,100,10
1614647812,45.651464,25.615426,100,18
1614647872,45.651464,25.615426,100,18
1614647932,45.651464,25.615426,100,16
1614647992,45.651464,25.615426,100,13
1614648052,45.651464,25.615426,100,12
1614648113,45.651464,25.615426,100,12
1614648172,45.651464,25.615426,100,11
1614648232,45.651464,25.615426,100,10
1614648292,45.651464,25.615426,100,10
1614648352,45.651464,25.615426,100,9
1614648412,45.651464,25.615426,100,9
1614648472,45.651464,25.615426,100,7
1614648532,45.651464,25.615426,100,7
1614648592,45.651464,25.615426,100,6
1614648652,45.651464,25.615426,100,6
1614648712,45.651464,25.615426,100,6
1614648772,45.651464,25.615426,100,6
1614648832,45.651464,25.615426,100,5
1614648892,45.651464,25.615426,100,5
1614648952,45.651464,25.615426,100,5
1614649012,45.651464,25.615426,100,5
1614649072,45.651464,25.615426,100,4
1614649132,45.651464,25.615426,100,4
1614649192,45.651464,25.615426,100,4
1614649252,45.651464,25.615426,100,4
1614649312,45.651464,25.615426,100,4
1614649372,45.651464,25.615426,100,4
1614649432,45.651464,25.615426,100,4
1614649492,45.651464,25.615426,100,4
1614649552,45.651464,25.615426,100,4
1614649612,45.651464,25.615426,100,4
1614649672,45.651464,25.615426,100,5
1614649732,45.651464,25.615426,100,4
1614649792,45.651464,25.615426,100,4
1614649852,45.651464,25.615426,100,5
1614649912,45.651464,25.615426,100,5
1614649972,45.651464,25.615426,100,4
1614650032,45.651464,25.615426,100,4
1614650092,45.651464,25.615426,100,4
1614650152,45.651464,25.615426,100,4
1614650212,45.651464,25.615426,100,4
1614650272,45.651464,25.615426,100,5
1614650332,45.651464,25.615426,100,5
1614650392,45.651464,25.615426,100,4
1614650452,45.651464,25.615426,100,4
1614650512,45.651464,25.615426,100,5
1614650572,45.651464,25.615426,100,5
1614650632,45.651464,25.615426,100,5
1614650692,45.651464,25.615426,100,6
1614650752,45.651464,25.615426,100,9
1614650812,45.651464,25.615426,100,10
1614650872,45.651464,25.615426,100,11
1614650932,45.651464,25.615426,100,12
1614650992,45.651464,25.615426,100,13
1614651052,45.651464,25.615426,100,13
1614651112,45.651464,25.615426,100,12
1614651172,45.651464,25.615426,100,10
1614651232,45.651464,25.615426,100,13
1614651292,45.651464,25.615426,100,19
1614651352,45.651464,25.615426,100,20
1614651412,45.651464,25.615426,100,19
1614651472,45.651464,25.615426,100,19
1614651532,45.651464,25.615426,100,19
1614651592,45.651464,25.615426,100,22
1614651652,45.651464,25.615426,100,30
1614651712,45.651464,25.615426,100,35
1614651772,45.651464,25.615426,100,34
1614651832,45.651464,25.615426,100,30
1614651892,45.651464,25.615426,100,30
1614651952,45.651464,25.615426,100,32
1614652012,45.651464,25.615426,100,32
1614652072,45.651464,25.615426,100,35
1614652132,45.651464,25.615426,100,46
1614652192,45.651464,25.615426,100,48
1614652252,45.651464,25.615426,100,49
1614652312,45.651464,25.615426,100,37
1614652372,45.651464,25.615426,100,38
1614652432,45.651464,25.615426,100,39
1614652492,45.651464,25.615426,100,38
1614652552,45.651464,25.615426,100,40
1614652612,45.651464,25.615426,100,41
1614652672,45.651464,25.615426,100,42
1614652732,45.651464,25.615426,100,43
1614652792,45.651464,25.615426,100,45
1614652852,45.651464,25.615426,100,47
1614652912,45.651464,25.615426,100,45
1614652972,45.651464,25.615426,100,37
1614653032,45.651464,25.615426,100,36
1614653092,45.651464,25.615426,100,37
1614653152,45.651464,25.615426,100,37
1614653212,45.651464,25.615426,100,38
1614653272,45.651464,25.615426,100,36
1614653332,45.651464,25.615426,100,37
1614653392,45.651464,25.615426,100,38
1614653452,45.651464,25.615426,100,37
1614653512,45.651464,25.615426,100,39
1614653572,45.651464,25.615426,100,43
1614653632,45.651464,25.615426,100,46
1614653692,45.651464,25.615426,100,45
1614653752,45.651464,25.615426,100,45
1614653812,45.651464,25.615426,100,46
1614653872,45.651464,25.615426,100,43
1614653932,45.651464,25.615426,100,44
1614653992,45.651464,25.615426,100,43
1614654052,45.651464,25.615426,100,48
1614654112,45.651464,25.615426,100,48
1614654172,45.651464,25.615426,100,46
1614654232,45.651464,25.615426,100,45
1614654292,45.651464,25.615426,100,45
1614654352,45.651464,25.615426,100,45
1614654413,45.651464,25.615426,100,47
1614654472,45.651464,25.615426,100,50
1614654532,45.651464,25.615426,100,51
1614654592,45.651464,25.615426,100,52
1614654652,45.651464,25.615426,100,53
1614654712,45.651464,25.615426,100,54
1614654772,45.651464,25.615426,100,53
1614654832,45.651464,25.615426,100,55
1614654892,45.651464,25.615426,100,55
1614654952,45.651464,25.615426,100,56
1614655012,45.651464,25.615426,100,55
1614655073,45.651464,25.615426,100,53
1614655132,45.651464,25.615426,100,53
1614655192,45.651464,25.615426,100,54
1614655252,45.651464,25.615426,100,55
1614655312,45.651464,25.615426,100,54
1614655373,45.651464,25.615426,100,53
1614655432,45.651464,25.615426,100,52
1614655492,45.651464,25.615426,100,53
1614655552,45.651464,25.615426,100,53
1614655612,45.651464,25.615426,100,54
1614655672,45.651464,25.615426,100,53
1614655732,45.651464,25.615426,100,51
1614655792,45.651464,25.615426,100,51
1614655852,45.651464,25.615426,100,51
1614655912,45.651464,25.615426,100,51
1614655972,45.651464,25.615426,100,51
1614656032,45.651464,25.615426,100,50
1614656092,45.651464,25.615426,100,51
1614656152,45.651464,25.615426,100,51
1614656212,45.651464,25.615426,100,50
1614656272,45.651464,25.615426,100,50
1614656332,45.651464,25.615426,100,51
1614656392,45.651464,25.615426,100,51
1614656452,45.651464,25.615426,100,49
1614656512,45.651464,25.615426,100,49
1614656572,45.651464,25.615426,100,50
1614656632,45.651464,25.615426,100,49
1614656692,45.651464,25.615426,100,49
1614656752,45.651464,25.615426,100,50
1614656812,45.651464,25.615426,100,51
1614656872,45.651464,25.615426,100,52
1614656932,45.651464,25.615426,100,52
1614656992,45.651464,25.615426,100,53
1614657052,45.651464,25.615426,100,54
1614657112,45.651464,25.615426,100,56
1614657172,45.651464,25.615426,100,55
1614657232,45.651464,25.615426,100,55
1614657292,45.651464,25.615426,100,55
1614657352,45.651464,25.615426,100,55
1614657412,45.651464,25.615426,100,54
1614657472,45.651464,25.615426,100,55
1614657532,45.651464,25.615426,100,54
1614657592,45.651464,25.615426,100,52
1614657652,45.651464,25.615426,100,52
1614657712,45.651464,25.615426,100,52
1614657772,45.651464,25.615426,100,51
1614657832,45.651464,25.615426,100,51
1614657892,45.651464,25.615426,100,52
1614657952,45.651464,25.615426,100,51
1614658012,45.651464,25.615426,100,51
1614658072,45.651464,25.615426,100,48
1614658132,45.651464,25.615426,100,48
1614658192,45.651464,25.615426,100,49
1614658252,45.651464,25.615426,100,49
1614658312,45.651464,25.615426,100,49
1614658372,45.651464,25.615426,100,49
1614658432,45.651464,25.615426,100,51
1614658492,45.651464,25.615426,100,50
1614658552,45.651464,25.615426,100,51
1614658612,45.651464,25.615426,100,52
1614658672,45.651464,25.615426,100,54
1614658732,45.651464,25.615426,100,52
1614658792,45.651464,25.615426,100,51
1614658852,45.651464,25.615426,100,51
1614658912,45.651464,25.615426,100,51
1614658972,45.651464,25.615426,100,50
1614659032,45.651464,25.615426,100,53
1614659092,45.651464,25.615426,100,54
1614659152,45.651464,25.615426,100,54
1614659212,45.651464,25.615426,100,53
1614659272,45.651464,25.615426,100,52
1614659332,45.651464,25.615426,100,51
1614659392,45.651464,25.615426,100,51
1614659452,45.651464,25.615426,100,52
1614659512,45.651464,25.615426,100,52
1614659572,45.651464,25.615426,100,52
1614659632,45.651464,25.615426,100,52
1614659692,45.651464,25.615426,100,52
1614659752,45.651464,25.615426,100,51
1614659812,45.651464,25.615426,100,52
1614659872,45.651464,25.615426,100,52
1614659932,45.651464,25.615426,100,51
1614659992,45.651464,25.615426,100,52
1614660052,45.651464,25.615426,100,51
1614660112,45.651464,25.615426,100,51
1614660172,45.651464,25.615426,100,52
1614660232,45.651464,25.615426,100,54
1614660292,45.651464,25.615426,100,55
1614660352,45.651464,25.615426,100,58
1614660412,45.651464,25.615426,100,92
1614660472,45.651464,25.615426,100,111
1614660532,45.651464,25.615426,100,85
1614660592,45.651464,25.615426,100,68
1614660652,45.651464,25.615426,100,58
1614660712,45.651464,25.615426,100,55
1614660772,45.651464,25.615426,100,52
1614660832,45.651464,25.615426,100,47
1614660892,45.651464,25.615426,100,42
1614660952,45.651464,25.615426,100,43
1614661012,45.651464,25.615426,100,42
1614661072,45.651464,25.615426,100,42
1614661132,45.651464,25.615426,100,44
1614661192,45.651464,25.615426,100,44
1614661252,45.651464,25.615426,100,43
1614661312,45.651464,25.615426,100,43
1614661372,45.651464,25.615426,100,43
1614661432,45.651464,25.615426,100,45
1614661492,45.651464,25.615426,100,45
1614661552,45.651464,25.615426,100,44
1614661612,45.651464,25.615426,100,45
1614661672,45.651464,25.615426,100,46
1614661732,45.651464,25.615426,100,46
1614661792,45.651464,25.615426,100,50
1614661852,45.651464,25.615426,100,53
1614661912,45.651464,25.615426,100,51
1614661972,45.651464,25.615426,100,49
1614662032,45.651464,25.615426,100,49
1614662092,45.651464,25.615426,100,48
1614662152,45.651464,25.615426,100,47
1614662212,45.651464,25.615426,100,47
1614662272,45.651464,25.615426,100,47
1614662332,45.651464,25.615426,100,48
1614662392,45.651464,25.615426,100,48
1614662452,45.651464,25.615426,100,47
1614662512,45.651464,25.615426,100,46
1614662572,45.651464,25.615426,100,47
1614662632,45.651464,25.615426,100,49
1614662692,45.651464,25.615426,100,49
1614662752,45.651464,25.615426,100,49
1614662812,45.651464,25.615426,100,51
1614662872,45.651464,25.615426,100,51
1614662932,45.651464,25.615426,100,48
1614662992,45.651464,25.615426,100,51
1614663052,45.651464,25.615426,100,51
1614663112,45.651464,25.615426,100,51
1614663172,45.651464,25.615426,100,51
1614663232,45.651464,25.615426,100,49
1614663292,45.651464,25.615426,100,53
1614663352,45.651464,25.615426,100,51
1614663412,45.651464,25.615426,100,50
1614663472,45.651464,25.615426,100,52
1614663532,45.651464,25.615426,100,51
1614663592,45.651464,25.615426,100,52
1614663652,45.651464,25.615426,100,51
1614663712,45.651464,25.615426,100,52
1614663772,45.651464,25.615426,100,53
1614663832,45.651464,25.615426,100,54
1614663892,45.651464,25.615426,100,54
1614663952,45.651464,25.615426,100,53
1614664012,45.651464,25.615426,100,55
1614664072,45.651464,25.615426,100,57
1614664132,45.651464,25.615426,100,55
1614664192,45.651464,25.615426,100,54
1614664252,45.651464,25.615426,100,53
1614664312,45.651464,25.615426,100,53
1614664372,45.651464,25.615426,100,53
1614664432,45.651464,25.615426,100,52
1614664492,45.651464,25.615426,100,51
1614664552,45.651464,25.615426,100,49
1614664612,45.651464,25.615426,100,48
1614664672,45.651464,25.615426,100,48
1614664732,45.651464,25.615426,100,49
1614664792,45.651464,25.615426,100,48
1614664852,45.651464,25.615426,100,48
1614664912,45.651464,25.615426,100,51
1614664972,45.651464,25.615426,100,48
1614665032,45.651464,25.615426,100,48
1614665092,45.651464,25.615426,100,48
1614665152,45.651464,25.615426,100,47
1614665212,45.651464,25.615426,100,49
1614665272,45.651464,25.615426,100,53
1614665332,45.651464,25.615426,100,52
1614665392,45.651464,25.615426,100,51
1614665452,45.651464,25.615426,100,49
1614665512,45.651464,25.615426,100,48
1614665572,45.651464,25.615426,100,49
1614665632,45.651464,25.615426,100,51
1614665692,45.651464,25.615426,100,52
1614665752,45.651464,25.615426,100,52
1614665812,45.651464,25.615426,100,51
1614665872,45.651464,25.615426,100,51
1614665932,45.651464,25.615426,100,50
1614665992,45.651464,25.615426,100,49
1614666052,45.651464,25.615426,100,49
1614666112,45.651464,25.615426,100,48
1614666172,45.651464,25.615426,100,49
1614666232,45.651464,25.615426,100,48
1614666292,45.651464,25.615426,100,49
1614666352,45.651464,25.615426,100,47
1614666412,45.651464,25.615426,100,47
1614666472,45.651464,25.615426,100,49
1614666532,45.651464,25.615426,100,56
1614666592,45.651464,25.615426,100,60
1614666652,45.651464,25.615426,100,53
1614666712,45.651464,25.615426,100,49
1614666772,45.651464,25.615426,100,48
1614666832,45.651464,25.615426,100,47
1614666892,45.651464,25.615426,100,46
1614666952,45.651464,25.615426,100,47
1614667012,45.651464,25.615426,100,45
1614667072,45.651464,25.615426,100,44
1614667132,45.651464,25.615426,100,45
1614667192,45.651464,25.615426,100,43
1614667252,45.651464,25.615426,100,42
1614667312,45.651464,25.615426,100,40
1614667372,45.651464,25.615426,100,40
1614667432,45.651464,25.615426,100,38
1614667492,45.651464,25.615426,100,37
1614667552,45.651464,25.615426,100,39
1614667612,45.651464,25.615426,100,38
1614667672,45.651464,25.615426,100,38
1614667732,45.651464,25.615426,100,38
1614667792,45.651464,25.615426,100,37
1614667852,45.651464,25.615426,100,36
1614667912,45.651464,25.615426,100,36
1614667972,45.651464,25.615426,100,37
1614668032,45.651464,25.615426,100,38
1614668092,45.651464,25.615426,100,38
1614668152,45.651464,25.615426,100,38
1614668212,45.651464,25.615426,100,36
1614668272,45.651464,25.615426,100,36
1614668332,45.651464,25.615426,100,37
1614668392,45.651464,25.615426,100,37
1614668452,45.651464,25.615426,100,36
1614668512,45.651464,25.615426,100,35
1614668572,45.651464,25.615426,100,34
1614668632,45.651464,25.615426,100,34
1614668692,45.651464,25.615426,100,35
1614668752,45.651464,25.615426,100,35
1614668812,45.651464,25.615426,100,36
1614668872,45.651464,25.615426,100,37
1614668932,45.651464,25.615426,100,35
1614668992,45.651464,25.615426,100,37
1614669052,45.651464,25.615426,100,35
1614669112,45.651464,25.615426,100,35
1614669172,45.651464,25.615426,100,35
1614669232,45.651464,25.615426,100,36
1614669292,45.651464,25.615426,100,34
1614669352,45.651464,25.615426,100,31
1614669412,45.651464,25.615426,100,32
1614669472,45.651464,25.615426,100,31
1614669532,45.651464,25.615426,100,31
1614669592,45.651464,25.615426,100,30
1614669652,45.651464,25.615426,100,30
1614669712,45.651464,25.615426,100,30
1614669772,45.651464,25.615426,100,29
1614669832,45.651464,25.615426,100,29
1614669892,45.651464,25.615426,100,29
1614669952,45.651464,25.615426,100,28
1614670012,45.651464,25.615426,100,28
1614670072,45.651464,25.615426,100,28
1614670132,45.651464,25.615426,100,30
1614670192,45.651464,25.615426,100,30
1614670252,45.651464,25.615426,100,30
1614670312,45.651464,25.615426,100,28
1614670372,45.651464,25.615426,100,29
1614670432,45.651464,25.615426,100,27
1614670492,45.651464,25.615426,100,26
1614670552,45.651464,25.615426,100,26
1614670612,45.651464,25.615426,100,27
1614670672,45.651464,25.615426,100,26
1614670732,45.651464,25.615426,100,26
1614670792,45.651464,25.615426,100,25
1614670852,45.651464,25.615426,100,24
1614670912,45.651464,25.615426,100,23
1614670972,45.651464,25.615426,100,24
1614671032,45.651464,25.615426,100,26
1614671092,45.651464,25.615426,100,26
1614671152,45.651464,25.615426,100,26
1614671212,45.651464,25.615426,100,26
1614671272,45.651464,25.615426,100,24
1614671332,45.651464,25.615426,100,24
1614671392,45.651464,25.615426,100,23
1614671452,45.651464,25.615426,100,22
1614671512,45.651464,25.615426,100,21
1614671572,45.651464,25.615426,100,21
1614671632,45.651464,25.615426,100,21
1614671692,45.651464,25.615426,100,21
1614671752,45.651464,25.615426,100,20
1614671812,45.651464,25.615426,100,20
1614671872,45.651464,25.615426,100,21
1614671932,45.651464,25.615426,100,22
1614671992,45.651464,25.615426,100,24
1614672052,45.651464,25.615426,100,22
1614672112,45.651464,25.615426,100,24
1614672172,45.651464,25.615426,100,23
1614672232,45.651464,25.615426,100,22
1614672292,45.651464,25.615426,100,22
1614672352,45.651464,25.615426,100,20
1614672412,45.651464,25.615426,100,20
1614672472,45.651464,25.615426,100,20
1614672532,45.651464,25.615426,100,20
1614672592,45.651464,25.615426,100,21
1614672652,45.651464,25.615426,100,23
1614672712,45.651464,25.615426,100,22
1614672772,45.651464,25.615426,100,22
1614672832,45.651464,25.615426,100,22
1614672892,45.651464,25.615426,100,20
1614672952,45.651464,25.615426,100,19
1614673012,45.651464,25.615426,100,21
1614673072,45.651464,25.615426,100,22
1614673132,45.651464,25.615426,100,33
1614673192,45.651464,25.615426,100,23
1614673252,45.651464,25.615426,100,21
1614673312,45.651464,25.615426,100,21
1614673372,45.651464,25.615426,100,21
1614673432,45.651464,25.615426,100,19
1614673492,45.651464,25.615426,100,20
1614673552,45.651464,25.615426,100,20
1614673612,45.651464,25.615426,100,21
1614673672,45.651464,25.615426,100,20
1614673732,45.651464,25.615426,100,19
1614673792,45.651464,25.615426,100,18
1614673852,45.651464,25.615426,100,18
1614673912,45.651464,25.615426,100,19
1614673972,45.651464,25.615426,100,20
1614674032,45.651464,25.615426,100,22
1614674092,45.651464,25.615426,100,21
1614674152,45.651464,25.615426,100,19
1614674212,45.651464,25.615426,100,18
1614674272,45.651464,25.615426,100,19
1614674332,45.651464,25.615426,100,18
1614674392,45.651464,25.615426,100,17
1614674452,45.651464,25.615426,100,18
1614674512,45.651464,25.615426,100,20
1614674572,45.651464,25.615426,100,19
1614674631,45.651464,25.615426,100,20
1614674691,45.651464,25.615426,100,20
1614674751,45.651464,25.615426,100,19
1614674811,45.651464,25.615426,100,18
1614674871,45.651464,25.615426,100,18
1614674931,45.651464,25.615426,100,18
1614674991,45.651464,25.615426,100,19
1614675052,45.651464,25.615426,100,18
1614675111,45.651464,25.615426,100,18
1614675171,45.651464,25.615426,100,22
1614675231,45.651464,25.615426,100,20
1614675291,45.651464,25.615426,100,18
1614675351,45.651464,25.615426,100,18
1614675411,45.651464,25.615426,100,18
1614675471,45.651464,25.615426,100,19
1614675531,45.651464,25.615426,100,23
1614675591,45.651464,25.615426,100,15
1614675651,45.651464,25.615426,100,17
1614675711,45.651464,25.615426,100,17
1614675771,45.651464,25.615426,100,18
1614675831,45.651464,25.615426,100,19
1614675891,45.651464,25.615426,100,19
1614675951,45.651464,25.615426,100,19
1614676011,45.651464,25.615426,100,19
1614676072,45.651464,25.615426,100,18
1614676131,45.651464,25.615426,100,17
1614676191,45.651464,25.615426,100,16
1614676251,45.651464,25.615426,100,16
1614676311,45.651464,25.615426,100,18
1614676371,45.651464,25.615426,100,23
1614676431,45.651464,25.615426,100,24
1614676491,45.651464,25.615426,100,20
1614676551,45.651464,25.615426,100,18
1614676611,45.651464,25.615426,100,18
1614676671,45.651464,25.615426,100,17
1614676731,45.651464,25.615426,100,17
1614676791,45.651464,25.615426,100,17
1614676851,45.651464,25.615426,100,15
1614676911,45.651464,25.615426,100,15
1614676971,45.651464,25.615426,100,14
1614677031,45.651464,25.615426,100,15
1614677091,45.651464,25.615426,100,15
1614677151,45.651464,25.615426,100,14
1614677211,45.651464,25.615426,100,13
1614677271,45.651464,25.615426,100,13
1614677331,45.651464,25.615426,100,20
1614677391,45.651464,25.615426,100,18
1614677451,45.651464,25.615426,100,15
1614677511,45.651464,25.615426,100,14
1614677571,45.651464,25.615426,100,15
1614677631,45.651464,25.615426,100,15
1614677691,45.651464,25.615426,100,17
1614677752,45.651464,25.615426,100,17
1614677811,45.651464,25.615426,100,16
1614677871,45.651464,25.615426,100,14
1614677931,45.651464,25.615426,100,14
1614677991,45.651464,25.615426,100,18
1614678051,45.651464,25.615426,100,15
1614678111,45.651464,25.615426,100,14
1614678171,45.651464,25.615426,100,13
1614678231,45.651464,25.615426,100,12
1614678291,45.651464,25.615426,100,12
1614678351,45.651464,25.615426,100,12
1614678411,45.651464,25.615426,100,12
1614678471,45.651464,25.615426,100,12
1614678531,45.651464,25.615426,100,12
1614678591,45.651464,25.615426,100,12
1614678651,45.651464,25.615426,100,13
1614678711,45.651464,25.615426,100,15
1614678772,45.651464,25.615426,100,12
1614678831,45.651464,25.615426,100,12
1614678891,45.651464,25.615426,100,12
1614678951,45.651464,25.615426,100,12
1614679011,45.651464,25.615426,100,12
1614679071,45.651464,25.615426,100,11
1614679131,45.651464,25.615426,100,12
1614679191,45.651464,25.615426,100,11
1614679251,45.651464,25.615426,100,11
1614679311,45.651464,25.615426,100,11
1614679371,45.651464,25.615426,100,12
1614679431,45.651464,25.615426,100,11
1614679491,45.651464,25.615426,100,11
1614679551,45.651464,25.615426,100,11
1614679611,45.651464,25.615426,100,11
1614679671,45.651464,25.615426,100,11
1614679731,45.651464,25.615426,100,10
1614679792,45.651464,25.615426,100,11
1614679852,45.651464,25.615426,100,11
1614679911,45.651464,25.615426,100,11
1614679971,45.651464,25.615426,100,11
1614680031,45.651464,25.615426,100,11
