time,latitude,longitude,altitude,timelocal,temperature,pressure,humidity,voc,noise,co2,ch2o,o3,pm1,pm25,pm10
1651420383,45.651464,25.615426,538,971340,16.900000000000002,95247,52,212279,56,495,7,20,6,8,9
1651420443,45.651464,25.615426,538,971400,16.87,95243,53,207242,56,498,7,20,6,8,9
1651420502,45.651464,25.615426,538,971460,16.84,95243,53,203663,50,501,7,20,6,8,9
1651420562,45.651464,25.615426,538,971520,16.8,95245,53,206543,59,499,7,20,5,7,8
1651420623,45.651464,25.615426,538,971580,16.76,95241,53,213814,52,496,7,20,5,7,7
1651420683,45.651464,25.615426,538,971640,16.740000000000002,95240,53,218971,59,496,7,20,5,7,7
1651420742,45.651464,25.615426,538,971700,16.72,95242,53,219613,52,492,7,20,5,7,7
1651420803,45.651464,25.615426,538,971760,16.68,95243,53,215234,53,487,7,20,5,7,7
1651420863,45.651464,25.615426,538,971820,16.650000000000002,95240,53,222679,54,486,7,20,5,7,7
1651420922,45.651464,25.615426,538,971880,16.62,95240,53,225848,53,490,7,20,4,6,6
1651420982,45.651464,25.615426,538,971940,16.580000000000002,95239,53,224326,59,489,7,20,4,6,6
1651421042,45.651464,25.615426,538,972000,16.56,95241,53,220457,59,488,7,20,4,6,6
1651421102,45.651464,25.615426,538,972060,16.53,95243,53,221317,53,490,7,20,4,6,6
1651421163,45.651464,25.615426,538,972120,16.490000000000002,95242,53,223080,54,490,7,20,4,6,6
1651421222,45.651464,25.615426,538,972180,16.45,95241,53,220575,55,488,7,20,5,7,7
1651421282,45.651464,25.615426,538,972240,16.41,95241,53,220455,57,484,7,20,5,7,7
1651421342,45.651464,25.615426,538,972300,16.37,95237,53,225709,59,490,7,20,4,6,6
1651421403,45.651464,25.615426,538,972360,16.34,95236,53,225582,50,493,7,20,4,6,6
1651421463,45.651464,25.615426,538,972420,16.3,95234,53,221027,65,495,7,20,4,6,6
1651421522,45.651464,25.615426,538,972480,16.27,95237,53,184424,53,497,7,20,5,7,7
1651421582,45.651464,25.615426,538,972540,16.27,95234,53,196004,60,498,7,20,4,6,6
1651421643,45.651464,25.615426,538,972600,16.25,95234,53,213701,55,498,7,20,5,7,7
1651421703,45.651464,25.615426,538,972660,16.240000000000002,95233,54,215136,58,500,7,20,5,7,7
1651421763,45.651464,25.615426,538,972720,16.19,95232,54,213575,50,500,7,20,5,7,7
1651421823,45.651464,25.615426,538,972780,16.19,95232,54,217400,62,501,7,20,5,7,7
1651421883,45.651464,25.615426,538,972840,16.16,95230,54,216639,53,501,7,20,5,7,7
1651421943,45.651464,25.615426,538,972900,16.1,95234,54,219950,57,504,7,20,6,8,9
1651422003,45.651464,25.615426,538,972960,16.02,95234,54,223429,49,505,7,20,5,7,7
1651422063,45.651464,25.615426,538,973020,15.96,95234,54,228154,55,504,7,20,5,7,7
1651422122,45.651464,25.615426,538,973080,15.91,95234,54,228167,53,501,7,20,5,7,8
1651422183,45.651464,25.615426,538,973140,15.870000000000001,95236,55,222200,54,501,7,20,6,8,9
1651422243,45.651464,25.615426,538,973200,15.84,95238,55,226732,51,499,7,20,5,7,7
1651422302,45.651464,25.615426,538,973260,15.84,95236,55,228412,54,499,7,20,5,7,7
1651422362,45.651464,25.615426,538,973320,15.83,95235,55,219164,60,503,7,20,6,8,9
1651422422,45.651464,25.615426,538,973380,15.83,95236,55,202903,57,505,7,20,6,8,9
1651422482,45.651464,25.615426,538,973440,15.81,95236,55,208927,63,507,7,20,7,9,10
1651422543,45.651464,25.615426,538,973500,15.790000000000001,95236,55,215475,53,504,7,20,6,8,9
1651422603,45.651464,25.615426,538,973560,15.76,95239,55,222680,60,506,7,20,6,8,9
1651422662,45.651464,25.615426,538,973620,15.72,95239,55,226610,56,507,7,20,7,9,10
1651422722,45.651464,25.615426,538,973680,15.71,95239,55,228796,58,512,7,20,7,9,10
1651422782,45.651464,25.615426,538,973740,15.690000000000001,95240,55,230495,51,514,7,20,7,9,10
1651422843,45.651464,25.615426,538,973800,15.67,95236,55,231286,58,510,7,20,7,9,10
1651422902,45.651464,25.615426,538,973860,15.63,95236,55,231419,50,510,7,20,7,9,10
1651422962,45.651464,25.615426,538,973920,15.610000000000001,95236,55,232741,51,511,7,20,6,8,9
1651423022,45.651464,25.615426,538,973980,15.56,95235,55,231161,55,508,7,20,6,8,9
1651423082,45.651464,25.615426,538,974040,15.5,95236,55,235153,51,508,7,20,5,7,8
1651423142,45.651464,25.615426,538,974100,15.450000000000001,95236,55,237607,60,505,7,20,5,7,7
1651423202,45.651464,25.615426,538,974160,15.39,95236,55,237740,56,504,7,20,5,7,7
1651423262,45.651464,25.615426,538,974220,15.33,95238,55,238982,55,504,7,20,5,7,7
1651423322,45.651464,25.615426,538,974280,15.290000000000001,95243,55,236120,53,504,7,20,5,7,8
1651423382,45.651464,25.615426,538,974340,15.26,95241,55,226650,52,504,7,20,6,8,9
1651423442,45.651464,25.615426,538,974400,15.24,95241,55,218492,54,506,7,20,6,8,9
1651423502,45.651464,25.615426,538,974460,15.24,95240,55,221567,62,508,7,20,6,8,9
1651423562,45.651464,25.615426,538,974520,15.21,95240,55,229053,59,510,7,20,5,7,8
1651423623,45.651464,25.615426,538,974580,15.16,95241,55,232474,54,507,7,20,5,7,7
1651423683,45.651464,25.615426,538,974640,15.1,95239,55,236277,58,508,7,20,5,7,7
1651423742,45.651464,25.615426,538,974700,15.040000000000001,95241,55,237072,52,510,7,20,5,7,7
1651423802,45.651464,25.615426,538,974760,15.01,95240,55,237616,55,509,7,20,5,7,7
1651423862,45.651464,25.615426,538,974820,14.97,95238,56,235847,54,512,7,20,4,6,6
1651423922,45.651464,25.615426,538,974880,14.91,95242,55,232343,52,512,7,20,4,6,6
1651423982,45.651464,25.615426,538,974940,14.88,95247,56,226459,57,510,7,20,5,7,8
1651424042,45.651464,25.615426,538,975000,14.83,95248,56,217413,58,512,7,20,6,8,9
1651424102,45.651464,25.615426,538,975060,14.8,95249,56,201119,54,517,7,20,7,9,10
1651424162,45.651464,25.615426,538,975120,14.790000000000001,95250,56,189381,58,524,7,20,6,8,9
1651424222,45.651464,25.615426,538,975180,14.790000000000001,95251,56,195717,54,527,7,20,6,8,9
1651424282,45.651464,25.615426,538,975240,14.790000000000001,95253,56,196340,53,527,7,20,6,8,9
1651424342,45.651464,25.615426,538,975300,14.790000000000001,95255,55,211936,58,523,7,20,6,8,9
1651424402,45.651464,25.615426,538,975360,14.8,95255,55,217393,55,518,7,20,5,7,7
1651424462,45.651464,25.615426,538,975420,14.82,95258,55,219342,53,519,7,20,5,7,7
1651424522,45.651464,25.615426,538,975480,14.83,95255,55,224318,50,523,7,20,4,6,6
1651424582,45.651464,25.615426,538,975540,14.82,95255,55,227504,57,518,7,20,4,6,6
1651424642,45.651464,25.615426,538,975600,14.83,95257,55,228284,52,518,7,20,4,6,6
1651424702,45.651464,25.615426,538,975660,14.84,95257,55,229848,51,519,7,20,5,7,7
1651424762,45.651464,25.615426,538,975720,14.860000000000001,95256,55,228284,56,519,7,20,4,6,6
1651424822,45.651464,25.615426,538,975780,14.85,95259,55,233008,59,516,7,20,4,6,6
1651424882,45.651464,25.615426,538,975840,14.82,95261,55,234360,57,521,7,20,4,6,6
1651424942,45.651464,25.615426,538,975900,14.8,95262,55,235030,57,520,7,20,4,6,6
1651425002,45.651464,25.615426,538,975960,14.76,95263,55,234774,53,515,7,20,4,6,6
1651425062,45.651464,25.615426,538,976020,14.74,95265,55,235021,55,511,7,20,4,6,6
1651425122,45.651464,25.615426,538,976080,14.73,95264,55,234889,53,509,7,20,4,6,6
1651425182,45.651464,25.615426,538,976140,14.74,95265,55,234628,55,510,7,20,5,7,8
1651425242,45.651464,25.615426,538,976200,14.73,95265,55,229969,56,515,7,20,5,7,8
1651425302,45.651464,25.615426,538,976260,14.68,95266,55,227516,53,514,7,20,5,7,7
1651425362,45.651464,25.615426,538,976320,14.67,95264,55,228794,57,512,7,20,6,8,9
1651425422,45.651464,25.615426,538,976380,14.67,95271,55,231698,53,510,7,20,5,7,7
1651425481,45.651464,25.615426,538,976440,14.64,95270,55,223881,55,511,7,20,5,7,8
1651425542,45.651464,25.615426,538,976500,14.63,95272,55,214052,53,515,7,20,6,8,9
1651425601,45.651464,25.615426,538,976560,14.63,95273,55,223460,53,519,7,20,5,7,7
1651425661,45.651464,25.615426,538,976620,14.6,95275,55,233008,52,517,7,20,5,7,7
1651425721,45.651464,25.615426,538,976680,14.59,95277,55,232747,56,519,7,20,5,7,7
1651425781,45.651464,25.615426,538,976740,14.59,95278,55,232342,55,523,7,20,5,7,7
1651425842,45.651464,25.615426,538,976800,14.58,95279,55,231416,53,520,7,20,6,8,9
1651425901,45.651464,25.615426,538,976860,14.56,95279,56,233806,62,520,7,20,6,8,9
1651425961,45.651464,25.615426,538,976920,14.56,95280,56,234622,53,518,7,20,6,8,9
1651426021,45.651464,25.615426,538,976980,14.55,95281,56,234213,52,516,7,20,7,9,10
1651426081,45.651464,25.615426,538,977040,14.540000000000001,95282,56,236511,55,516,7,20,6,8,9
1651426141,45.651464,25.615426,538,977100,14.51,95285,56,240644,53,518,7,20,5,7,7
1651426201,45.651464,25.615426,538,977160,14.49,95284,56,242614,53,515,7,20,5,7,7
1651426261,45.651464,25.615426,538,977220,14.47,95282,56,242901,59,515,7,20,5,7,7
1651426322,45.651464,25.615426,538,977280,14.450000000000001,95283,56,242618,54,519,7,20,5,7,7
1651426382,45.651464,25.615426,538,977340,14.42,95284,56,241354,54,521,7,20,5,7,7
1651426441,45.651464,25.615426,538,977400,14.41,95285,56,240516,54,523,7,20,5,7,7
1651426501,45.651464,25.615426,538,977460,14.38,95283,56,240927,55,525,7,20,5,7,7
1651426561,45.651464,25.615426,538,977520,14.35,95283,56,241914,54,522,7,20,6,8,9
1651426621,45.651464,25.615426,538,977580,14.31,95285,56,240234,53,521,7,20,6,8,9
1651426681,45.651464,25.615426,538,977640,14.27,95284,56,239263,55,521,7,20,6,8,9
1651426741,45.651464,25.615426,538,977700,14.24,95286,57,230403,55,525,7,20,6,8,9
1651426801,45.651464,25.615426,538,977760,14.200000000000001,95288,57,217186,52,527,7,20,6,8,9
1651426861,45.651464,25.615426,538,977820,14.18,95288,57,220936,60,528,7,20,6,8,9
1651426921,45.651464,25.615426,538,977880,14.16,95287,57,228026,49,526,7,20,6,8,9
1651426981,45.651464,25.615426,538,977940,14.16,95289,57,227387,52,523,7,20,6,8,9
1651427041,45.651464,25.615426,538,978000,14.14,95288,57,227509,50,522,7,20,5,7,8
1651427101,45.651464,25.615426,538,978060,14.13,95287,57,231279,53,520,7,20,6,8,9
1651427161,45.651464,25.615426,538,978120,14.13,95289,57,230507,54,524,7,20,6,8,9
1651427221,45.651464,25.615426,538,978180,14.120000000000001,95290,57,224326,54,522,7,20,6,8,9
1651427281,45.651464,25.615426,538,978240,14.110000000000001,95291,57,221312,54,525,7,20,6,8,9
1651427341,45.651464,25.615426,538,978300,14.110000000000001,95289,57,226220,56,525,7,20,6,8,9
1651427401,45.651464,25.615426,538,978360,14.1,95292,57,228537,53,523,7,20,7,9,10
1651427461,45.651464,25.615426,538,978420,14.030000000000001,95284,57,231547,57,524,7,20,7,9,10
1651427521,45.651464,25.615426,538,978480,14.06,95292,57,232742,48,527,7,20,6,8,9
1651427581,45.651464,25.615426,538,978540,14.040000000000001,95293,57,235290,54,523,7,20,6,8,9
1651427641,45.651464,25.615426,538,978600,14.030000000000001,95295,57,237331,51,521,7,20,6,8,9
1651427701,45.651464,25.615426,538,978660,14.01,95297,57,237744,56,519,7,20,6,8,9
1651427761,45.651464,25.615426,538,978720,13.97,95299,57,241205,51,526,7,20,6,8,9
1651427821,45.651464,25.615426,538,978780,13.92,95298,57,243889,56,524,7,20,7,9,10
1651427881,45.651464,25.615426,538,978840,13.860000000000001,95301,57,241640,52,519,7,20,7,9,10
1651427941,45.651464,25.615426,538,978900,13.83,95300,58,205386,56,520,7,20,6,8,9
1651428002,45.651464,25.615426,538,978960,13.81,95303,58,211670,52,526,7,20,6,8,9
1651428061,45.651464,25.615426,538,979020,13.77,95303,58,229195,58,525,7,20,6,8,9
1651428121,45.651464,25.615426,538,979080,13.71,95304,58,236645,53,521,7,20,6,8,9
1651428181,45.651464,25.615426,538,979140,13.66,95303,58,240230,59,523,7,20,6,8,9
1651428241,45.651464,25.615426,538,979200,13.63,95305,58,242330,59,522,7,20,6,8,9
1651428301,45.651464,25.615426,538,979260,13.57,95307,58,244179,57,521,7,20,6,8,9
1651428362,45.651464,25.615426,538,979320,13.49,95307,58,244322,54,522,7,20,6,8,9
1651428421,45.651464,25.615426,538,979380,13.370000000000001,95311,58,246758,49,523,7,20,7,9,10
1651428482,45.651464,25.615426,538,979440,13.280000000000001,95311,58,245332,54,528,7,20,7,9,10
1651428541,45.651464,25.615426,538,979500,13.24,95313,59,244179,51,531,7,20,7,9,10
1651428602,45.651464,25.615426,538,979560,13.22,95312,59,243183,52,530,7,20,7,9,10
1651428661,45.651464,25.615426,538,979620,13.21,95311,58,243464,55,528,7,20,7,9,10
1651428721,45.651464,25.615426,538,979680,13.21,95312,58,242483,53,527,7,20,6,8,9
1651428782,45.651464,25.615426,538,979740,13.21,95313,58,241357,52,522,7,20,6,8,9
1651428841,45.651464,25.615426,538,979800,13.23,95312,58,242625,55,523,7,20,6,8,9
1651428902,45.651464,25.615426,538,979860,13.23,95313,58,244464,51,525,7,20,6,8,9
1651428961,45.651464,25.615426,538,979920,13.22,95312,58,244748,53,528,7,20,6,8,9
1651429021,45.651464,25.615426,538,979980,13.200000000000001,95314,58,246329,54,532,7,20,6,8,9
1651429081,45.651464,25.615426,538,980040,13.190000000000001,95313,58,243340,52,532,7,20,6,8,9
1651429141,45.651464,25.615426,538,980100,13.21,95314,59,239681,48,529,7,20,6,8,9
1651429201,45.651464,25.615426,538,980160,13.21,95314,59,235164,51,530,7,20,6,8,9
1651429261,45.651464,25.615426,538,980220,13.21,95314,59,231555,51,532,7,20,7,9,10
1651429321,45.651464,25.615426,538,980280,13.23,95315,58,232209,57,530,7,20,6,8,9
1651429381,45.651464,25.615426,538,980340,13.21,95315,58,235697,54,532,7,20,6,8,9
1651429441,45.651464,25.615426,538,980400,13.21,95319,58,240098,56,536,7,20,6,8,9
1651429501,45.651464,25.615426,538,980460,13.190000000000001,95319,58,242610,48,534,7,20,6,8,9
1651429561,45.651464,25.615426,538,980520,13.15,95319,58,238177,52,528,7,20,6,8,9
1651429621,45.651464,25.615426,538,980580,13.14,95320,58,235024,48,529,7,20,6,8,9
1651429681,45.651464,25.615426,538,980640,13.120000000000001,95319,58,236511,56,530,7,20,6,8,9
1651429741,45.651464,25.615426,538,980700,13.13,95321,58,237194,59,528,7,20,6,8,9
1651429801,45.651464,25.615426,538,980760,13.13,95322,58,237877,56,527,7,20,6,8,9
1651429861,45.651464,25.615426,538,980820,13.120000000000001,95322,58,243889,55,525,7,20,6,8,9
1651429921,45.651464,25.615426,538,980880,13.09,95323,58,246473,58,527,7,20,6,8,9
1651429981,45.651464,25.615426,538,980940,13.09,95322,58,243906,62,537,7,20,6,8,9
1651430041,45.651464,25.615426,538,981000,13.09,95326,58,221272,49,536,7,20,6,8,9
1651430101,45.651464,25.615426,538,981060,13.06,95324,58,227167,56,535,7,20,6,8,9
1651430161,45.651464,25.615426,538,981120,13.06,95323,58,233946,55,532,7,20,6,8,9
1651430221,45.651464,25.615426,538,981180,13.06,95326,58,227542,48,527,7,20,7,9,10
1651430281,45.651464,25.615426,538,981240,13.05,95327,59,184725,53,528,7,20,7,9,10
1651430341,45.651464,25.615426,538,981300,13.07,95328,58,185804,49,531,7,20,6,8,9
1651430401,45.651464,25.615426,538,981360,13.06,95327,58,216382,53,532,7,20,6,8,9
1651430461,45.651464,25.615426,538,981420,13.06,95327,58,227374,55,535,7,20,5,7,8
1651430521,45.651464,25.615426,538,981480,13.05,95328,58,232875,51,539,7,20,5,7,8
1651430581,45.651464,25.615426,538,981540,13.06,95328,58,238569,53,531,7,20,5,7,8
1651430641,45.651464,25.615426,538,981600,13.09,95331,58,239264,49,529,7,20,6,8,9
1651430701,45.651464,25.615426,538,981660,13.1,95332,58,236794,52,531,7,20,6,8,9
1651430761,45.651464,25.615426,538,981720,13.120000000000001,95331,58,237058,49,535,7,20,6,8,9
1651430821,45.651464,25.615426,538,981780,13.15,95330,58,238290,53,537,7,20,6,8,9
1651430881,45.651464,25.615426,538,981840,13.16,95331,58,239399,52,533,7,20,6,8,9
1651430941,45.651464,25.615426,538,981900,13.16,95333,58,238847,54,530,7,20,7,9,10
1651431001,45.651464,25.615426,538,981960,13.17,95334,58,238448,54,531,7,20,7,9,10
1651431061,45.651464,25.615426,538,982020,13.18,95335,58,237468,65,533,7,20,7,9,10
1651431121,45.651464,25.615426,538,982080,13.190000000000001,95336,58,233185,50,531,7,20,7,9,10
1651431181,45.651464,25.615426,538,982140,13.200000000000001,95335,58,235022,51,533,7,20,6,8,9
1651431241,45.651464,25.615426,538,982200,13.200000000000001,95335,58,241910,52,532,7,20,5,7,7
1651431301,45.651464,25.615426,538,982260,13.200000000000001,95337,58,241918,53,530,7,20,5,7,8
1651431361,45.651464,25.615426,538,982320,13.190000000000001,95338,58,240232,56,535,7,20,6,8,9
1651431421,45.651464,25.615426,538,982380,13.18,95339,58,244602,51,538,7,20,6,8,9
1651431481,45.651464,25.615426,538,982440,13.16,95340,58,245618,53,534,7,20,6,8,9
1651431541,45.651464,25.615426,538,982500,13.15,95339,58,245751,52,534,7,20,6,8,9
1651431601,45.651464,25.615426,538,982560,13.14,95338,58,246473,55,533,7,20,6,8,9
1651431661,45.651464,25.615426,538,982620,13.110000000000001,95344,58,247919,51,534,7,20,6,8,9
1651431721,45.651464,25.615426,538,982680,13.1,95345,58,243631,54,530,7,20,5,7,7
1651431781,45.651464,25.615426,538,982740,13.09,95347,58,242194,52,529,7,20,5,7,8
1651431841,45.651464,25.615426,538,982800,13.09,95348,58,241912,49,528,7,20,6,8,9
1651431901,45.651464,25.615426,538,982860,13.06,95348,58,245604,51,529,7,20,6,8,9
1651431961,45.651464,25.615426,538,982920,13.040000000000001,95349,58,245614,53,531,7,20,6,8,9
1651432021,45.651464,25.615426,538,982980,13.040000000000001,95351,58,243893,56,534,7,20,5,7,7
1651432081,45.651464,25.615426,538,983040,13.030000000000001,95352,58,245172,56,536,7,20,5,7,7
1651432141,45.651464,25.615426,538,983100,13.030000000000001,95353,58,240574,49,535,7,20,5,7,8
1651432201,45.651464,25.615426,538,983160,13.02,95352,58,231285,56,532,7,20,6,8,9
1651432261,45.651464,25.615426,538,983220,13.02,95351,58,231291,55,535,7,20,6,8,9
1651432321,45.651464,25.615426,538,983280,13.01,95354,58,226479,63,539,7,20,6,8,9
1651432381,45.651464,25.615426,538,983340,13.01,95356,58,230760,51,539,7,20,7,10,11
1651432441,45.651464,25.615426,538,983400,13,95354,58,229333,55,542,7,20,8,11,12
1651432501,45.651464,25.615426,538,983460,13,95355,58,221604,49,543,7,20,7,9,10
1651432561,45.651464,25.615426,538,983520,12.99,95356,58,200895,56,545,7,20,7,9,10
1651432621,45.651464,25.615426,538,983580,12.99,95358,58,197163,51,545,7,20,7,9,10
1651432681,45.651464,25.615426,538,983640,12.99,95355,58,205345,50,546,7,20,6,8,9
1651432741,45.651464,25.615426,538,983700,12.99,95355,58,223581,47,548,7,20,5,7,7
1651432801,45.651464,25.615426,538,983760,13,95356,58,231148,52,539,7,20,5,7,7
1651432861,45.651464,25.615426,538,983820,13.02,95357,58,219372,51,530,7,20,5,7,7
1651432921,45.651464,25.615426,538,983880,13.02,95356,58,210888,49,529,7,20,5,7,7
1651432981,45.651464,25.615426,538,983940,13.01,95358,58,213811,54,530,7,20,5,7,7
1651433041,45.651464,25.615426,538,984000,13,95355,58,216569,47,533,7,20,6,8,9
1651433101,45.651464,25.615426,538,984060,13,95357,58,225710,52,532,7,20,5,7,7
1651433161,45.651464,25.615426,538,984120,13,95356,58,224007,46,530,7,20,5,7,7
1651433221,45.651464,25.615426,538,984180,12.99,95357,58,217157,59,530,7,20,6,8,9
1651433281,45.651464,25.615426,538,984240,12.99,95358,58,224318,50,532,7,20,6,8,9
1651433342,45.651464,25.615426,538,984300,13,95358,58,225086,58,534,7,20,6,8,9
1651433401,45.651464,25.615426,538,984360,13.02,95357,58,227635,53,531,7,20,5,7,7
1651433461,45.651464,25.615426,538,984420,13.02,95357,58,230629,51,529,7,20,5,7,7
1651433521,45.651464,25.615426,538,984480,13.030000000000001,95356,57,232742,49,535,7,20,5,7,7
1651433581,45.651464,25.615426,538,984540,13.040000000000001,95359,57,234883,50,532,7,20,5,7,7
1651433641,45.651464,25.615426,538,984600,13.030000000000001,95358,57,231555,48,532,7,20,5,7,8
1651433701,45.651464,25.615426,538,984660,13.030000000000001,95356,57,230636,50,535,7,20,5,7,8
1651433761,45.651464,25.615426,538,984720,13.02,95355,58,227122,45,535,7,20,5,7,8
1651433821,45.651464,25.615426,538,984780,13.01,95355,58,235160,55,534,7,20,6,8,9
1651433881,45.651464,25.615426,538,984840,13,95356,57,240509,53,528,7,20,5,7,7
1651433941,45.651464,25.615426,538,984900,12.99,95356,57,242625,49,529,7,20,5,7,7
1651434001,45.651464,25.615426,538,984960,12.98,95358,58,236140,47,526,7,20,5,7,7
1651434061,45.651464,25.615426,538,985020,12.940000000000001,95361,58,235569,51,532,7,20,5,7,7
1651434121,45.651464,25.615426,538,985080,12.89,95359,58,241352,47,532,7,20,5,7,8
1651434181,45.651464,25.615426,538,985140,12.85,95362,58,245316,52,528,7,20,5,7,8
1651434241,45.651464,25.615426,538,985200,12.81,95365,58,244903,47,530,7,20,5,7,7
1651434301,45.651464,25.615426,538,985260,12.77,95364,58,242474,50,526,7,20,5,7,7
1651434361,45.651464,25.615426,538,985320,12.75,95364,58,239716,47,526,7,20,5,7,8
1651434421,45.651464,25.615426,538,985380,12.75,95363,58,236379,45,530,7,20,6,8,9
1651434481,45.651464,25.615426,538,985440,12.72,95360,58,245031,57,532,7,20,6,8,9
1651434541,45.651464,25.615426,538,985500,12.690000000000001,95358,58,249973,53,531,7,20,5,7,7
1651434601,45.651464,25.615426,538,985560,12.68,95358,58,251458,50,533,7,20,5,7,7
1651434661,45.651464,25.615426,538,985620,12.67,95357,58,250426,49,533,7,20,5,7,7
1651434721,45.651464,25.615426,538,985680,12.65,95357,58,246047,46,537,7,20,5,7,7
1651434781,45.651464,25.615426,538,985740,12.64,95356,58,244757,49,537,7,20,5,7,8
1651434841,45.651464,25.615426,538,985800,12.63,95354,58,247339,54,533,7,20,5,7,7
1651434901,45.651464,25.615426,538,985860,12.63,95353,58,237079,51,533,7,20,6,8,9
1651434961,45.651464,25.615426,538,985920,12.63,95352,58,235971,51,534,7,20,6,8,9
1651435021,45.651464,25.615426,538,985980,12.63,95354,58,237327,54,534,7,20,6,8,9
1651435081,45.651464,25.615426,538,986040,12.59,95352,58,245032,49,540,7,20,5,7,8
1651435141,45.651464,25.615426,538,986100,12.52,95354,58,250861,47,540,7,20,5,7,7
1651435201,45.651464,25.615426,538,986160,12.440000000000001,95355,59,250865,48,535,7,20,5,7,7
1651435261,45.651464,25.615426,538,986220,12.39,95355,59,249976,47,530,7,20,5,7,8
1651435321,45.651464,25.615426,538,986280,12.370000000000001,95355,59,248217,64,531,7,20,5,7,7
1651435381,45.651464,25.615426,538,986340,12.360000000000001,95353,59,250418,58,536,7,20,5,7,7
1651435441,45.651464,25.615426,538,986400,12.370000000000001,95353,59,250874,52,536,7,20,5,7,7
1651435501,45.651464,25.615426,538,986460,12.360000000000001,95350,59,250124,45,536,7,20,5,7,7
1651435561,45.651464,25.615426,538,986520,12.360000000000001,95350,59,251314,46,537,7,20,5,7,8
1651435621,45.651464,25.615426,538,986580,12.34,95347,59,251011,47,534,7,20,5,7,7
1651435681,45.651464,25.615426,538,986640,12.34,95346,59,252504,46,534,7,20,5,7,7
1651435741,45.651464,25.615426,538,986700,12.32,95348,59,254612,48,535,7,20,5,7,7
1651435801,45.651464,25.615426,538,986760,12.26,95348,59,253705,52,534,7,20,5,7,7
1651435861,45.651464,25.615426,538,986820,12.25,95348,59,245400,47,533,7,20,5,7,7
1651435921,45.651464,25.615426,538,986880,12.25,95348,59,239420,46,532,7,20,5,7,7
1651435981,45.651464,25.615426,538,986940,12.23,95345,59,242610,49,528,7,20,5,7,7
1651436041,45.651464,25.615426,538,987000,12.21,95346,59,243607,52,529,7,20,5,7,8
1651436101,45.651464,25.615426,538,987060,12.190000000000001,95348,59,246337,51,531,7,20,5,7,7
1651436161,45.651464,25.615426,538,987120,12.18,95348,59,246621,49,533,7,20,5,7,8
1651436221,45.651464,25.615426,538,987180,12.18,95348,59,246484,45,539,7,20,5,7,7
1651436281,45.651464,25.615426,538,987240,12.190000000000001,95348,59,247343,48,540,7,20,5,7,7
1651436341,45.651464,25.615426,538,987300,12.190000000000001,95346,59,246333,46,538,7,20,5,7,7
1651436401,45.651464,25.615426,538,987360,12.200000000000001,95345,59,245462,49,535,7,20,5,7,7
1651436461,45.651464,25.615426,538,987420,12.21,95345,59,244605,50,535,7,20,5,7,7
1651436521,45.651464,25.615426,538,987480,12.24,95343,59,242624,51,536,7,20,5,7,8
1651436581,45.651464,25.615426,538,987540,12.24,95339,59,245467,53,532,7,20,6,8,9
1651436641,45.651464,25.615426,538,987600,12.25,95342,59,246648,48,533,7,20,6,8,9
1651436701,45.651464,25.615426,538,987660,12.25,95343,59,238713,50,536,7,20,6,8,9
1651436761,45.651464,25.615426,538,987720,12.26,95346,59,239260,45,535,7,20,6,8,9
1651436821,45.651464,25.615426,538,987780,12.27,95345,59,245317,49,534,7,20,5,7,7
1651436881,45.651464,25.615426,538,987840,12.26,95345,59,249095,53,531,7,20,5,7,7
1651436941,45.651464,25.615426,538,987900,12.26,95346,59,251610,48,531,7,20,5,7,7
1651437001,45.651464,25.615426,538,987960,12.25,95346,59,250577,42,535,7,20,5,7,7
1651437061,45.651464,25.615426,538,988020,12.26,95346,58,249979,54,535,7,20,5,7,7
1651437121,45.651464,25.615426,538,988080,12.25,95346,58,251013,48,537,7,20,5,7,7
1651437181,45.651464,25.615426,538,988140,12.25,95347,58,248087,53,533,7,20,5,7,7
1651437241,45.651464,25.615426,538,988200,12.26,95346,58,246183,46,534,7,20,5,7,7
1651437301,45.651464,25.615426,538,988260,12.26,95345,58,247341,49,535,7,20,5,7,7
1651437361,45.651464,25.615426,538,988320,12.25,95345,59,246185,50,533,7,20,5,7,8
1651437421,45.651464,25.615426,538,988380,12.24,95347,59,244605,44,539,7,20,6,8,9
1651437481,45.651464,25.615426,538,988440,12.23,95346,59,244606,46,543,7,20,6,8,9
1651437541,45.651464,25.615426,538,988500,12.22,95343,59,247048,49,546,7,20,6,8,9
1651437601,45.651464,25.615426,538,988560,12.200000000000001,95345,59,245071,48,546,7,20,5,7,7
1651437661,45.651464,25.615426,538,988620,12.17,95348,59,221509,46,544,7,20,5,7,7
1651437721,45.651464,25.615426,538,988680,12.14,95351,59,225336,48,543,7,20,6,8,9
1651437781,45.651464,25.615426,538,988740,12.08,95348,58,237905,49,538,7,20,6,8,9
1651437841,45.651464,25.615426,538,988800,12.05,95348,58,246034,49,531,7,20,5,7,7
1651437901,45.651464,25.615426,538,988860,12.030000000000001,95347,58,247922,47,532,7,20,5,7,7
1651437961,45.651464,25.615426,538,988920,12.01,95348,58,248800,47,532,7,20,6,8,9
1651438021,45.651464,25.615426,538,988980,12,95349,58,248806,43,531,7,20,5,7,7
1651438081,45.651464,25.615426,538,989040,11.99,95350,58,243343,42,533,7,20,5,7,7
1651438141,45.651464,25.615426,538,989100,11.99,95348,59,238582,43,537,7,20,5,7,7
