time,latitude,longitude,altitude,timelocal,temperature,pressure,humidity,voc,noise,co2,ch2o,o3,pm1,pm25,pm10
1651438201,45.651464,25.615426,538,989160,11.99,95352,58,239534,48,539,7,20,5,7,8
1651438261,45.651464,25.615426,538,989220,11.97,95351,58,238600,45,541,7,20,5,7,8
1651438321,45.651464,25.615426,538,989280,11.98,95351,58,237611,55,540,7,20,5,7,7
1651438381,45.651464,25.615426,538,989340,11.97,95350,58,244744,45,536,7,20,5,7,7
1651438441,45.651464,25.615426,538,989400,11.97,95351,58,247203,48,539,7,20,5,7,7
1651438501,45.651464,25.615426,538,989460,11.96,95350,58,250711,47,537,7,20,5,7,8
1651438561,45.651464,25.615426,538,989520,11.96,95349,58,250865,45,536,7,20,5,7,8
1651438621,45.651464,25.615426,538,989580,11.96,95347,58,252057,45,541,7,20,5,7,7
1651438681,45.651464,25.615426,538,989640,11.96,95347,58,254606,46,539,7,20,5,7,7
1651438741,45.651464,25.615426,538,989700,11.96,95348,58,255673,42,541,7,20,6,8,9
